"","yyyymm","D12","E12","b/m","tbl","AAA","BAA","lty","ntis","Rfree","infl","ltr","corpr","svar","csp","return"
"798",198707,8.5667,14.9,0.383543216,0.0569,0.0942,0.1061,0.0907,0.001882197,0.0046,0.002643172,-0.0178,-0.0119,0.00081816,-0.001654334,0.047097002256141
"799",198708,8.6133,15.38,0.37045382,0.0604,0.0967,0.108,0.0936,0.001997436,0.0047,0.005272408,-0.0165,-0.0075,0.001776129,-0.001639377,0.0343617064631356
"800",198709,8.66,15.86,0.379966722,0.064,0.1018,0.1131,0.0992,0.006350332,0.0045,0.005244755,-0.0369,-0.0422,0.002534831,-0.002827205,-0.024462954306486
"801",198710,8.71,16.4067,0.494850843,0.0613,0.1052,0.1162,0.0926,0.01047774,0.006,0.002608696,0.0623,0.0507,0.070945138,-0.002900643,-0.245428049056167
"802",198711,8.76,16.9533,0.538027324,0.0569,0.1001,0.1123,0.0931,0.00989844,0.0035,0.000867303,0.0037,0.0125,0.006785455,-0.002787493,-0.0892125999362063
"803",198712,8.81,17.5,0.508812016,0.0577,0.1011,0.1129,0.092,0.013274756,0.0039,0,0.0165,0.0212,0.006852188,-0.00270069,0.0703293640010587
"804",198801,8.8567,17.8633,0.503773835,0.0581,0.0988,0.1107,0.0852,0.008422745,0.0029,0.002599653,0.0666,0.0517,0.009157508,-0.002431406,0.0396362505214389
"805",198802,8.9033,18.2267,0.476197372,0.0566,0.094,0.1062,0.0854,0.008792264,0.0046,0.002592913,0.0052,0.0138,0.001967346,-0.002464067,0.0409666917182827
"806",198803,8.95,18.59,0.507529954,0.057,0.0939,0.1057,0.0901,0.00608003,0.0044,0.004310345,-0.0307,-0.0188,0.001659199,-0.002572201,-0.0339118520076092
"807",198804,9.0433,19.6167,0.49647449,0.0591,0.0967,0.109,0.0929,0.005063672,0.0046,0.005150215,-0.016,-0.0149,0.003459561,-0.002816256,0.00938071543909924
"808",198805,9.1367,20.6433,0.496770255,0.0626,0.099,0.1104,0.0952,0.001347305,0.0051,0.003415884,-0.0102,-0.0057,0.002555773,-0.002696618,0.00317102789164903
"809",198806,9.23,21.67,0.471118872,0.0646,0.0986,0.11,0.0917,-0.005397921,0.0049,0.004255319,0.0368,0.0379,0.002361308,-0.002646697,0.0423466174714768
"810",198807,9.3067,22.0233,0.473991535,0.0673,0.0996,0.1111,0.0947,-0.002823128,0.0051,0.004237288,-0.017,-0.0111,0.001910619,-0.002833901,-0.00542602885742838
"811",198808,9.3833,22.3767,0.496640662,0.0706,0.1011,0.1121,0.095,-0.006239752,0.0059,0.004219409,0.0058,0.0054,0.001390319,-0.002837588,-0.039364830588652
"812",198809,9.46,22.73,0.477540454,0.0724,0.0982,0.109,0.0917,-0.010001514,0.0062,0.006722689,0.0345,0.0326,0.00119274,-0.002608375,0.0389603667734564
"813",198810,9.5567,23.07,0.469597189,0.0735,0.0951,0.1041,0.0889,-0.010462473,0.0061,0.003338898,0.0308,0.0273,0.001631542,-0.002312865,0.0256331199688038
"814",198811,9.6533,23.41,0.47717911,0.0776,0.0945,0.1048,0.0923,-0.007764956,0.0057,0.000831947,-0.0196,-0.0169,0.001347997,-0.002435042,-0.0190716331115821
"815",198812,9.75,23.75,0.465283574,0.0807,0.0957,0.1065,0.0918,-0.021405748,0.0063,0.00166251,0.011,0.0039,0.000628111,-0.002291317,0.0145807958384392
"816",198901,9.837,24.1533,0.430769494,0.0827,0.0962,0.1065,0.0903,-0.022360511,0.0055,0.004979253,0.0203,0.0202,0.000964573,-0.002542386,0.0686999676797493
"817",198902,9.924,24.5567,0.446778457,0.0853,0.0964,0.1061,0.0935,-0.024823372,0.0061,0.004128819,-0.0179,-0.0129,0.001176079,-0.002279539,-0.0293712378918007
"818",198903,10.011,24.96,0.468691414,0.0882,0.098,0.1067,0.0929,-0.023102134,0.0067,0.005756579,0.0122,0.0064,0.001286452,-0.002380447,0.020592439573627
"819",198904,10.13,25.0467,0.444435257,0.0865,0.0979,0.1061,0.0918,-0.022801967,0.0067,0.006541292,0.0159,0.0213,0.000955584,-0.002644687,0.0488757510898647
"820",198905,10.249,25.1333,0.433441526,0.0843,0.0957,0.1046,0.0878,-0.027714057,0.0079,0.005686434,0.0401,0.0379,0.001073056,-0.002703956,0.0345343445733572
"821",198906,10.368,25.22,0.440562937,0.0815,0.091,0.1003,0.0821,-0.023948071,0.0071,0.002423263,0.055,0.0395,0.00142953,-0.002694326,-0.00795618918930696
"822",198907,10.49,24.71,0.404035089,0.0788,0.0893,0.0987,0.0801,-0.028536215,0.007,0.002417405,0.0238,0.0178,0.001018826,-0.002575629,0.0846814744841851
"823",198908,10.612,24.2,0.39272706,0.079,0.0896,0.0988,0.0841,-0.024822149,0.0074,0.001607717,-0.0259,-0.0163,0.001380451,-0.002667298,0.0153974914171657
"824",198909,10.734,23.69,0.39920975,0.0775,0.0901,0.0991,0.0847,-0.025747099,0.0065,0.003210273,0.0019,0.004,0.000550192,-0.002756619,-0.00656582432986941
"825",198910,10.841,23.4167,0.406414929,0.0764,0.0892,0.0981,0.081,-0.024350638,0.0068,0.0048,0.0379,0.0276,0.005635911,-0.002548915,-0.0254977483106877
"826",198911,10.948,23.1433,0.397225702,0.0769,0.0889,0.0981,0.0808,-0.027032773,0.0069,0.002388535,0.0078,0.007,0.000844809,-0.002666404,0.0164059919246
"827",198912,11.055,22.87,0.390454744,0.0763,0.0886,0.0982,0.0816,-0.012333537,0.0061,0.001588562,-0.0006,0.0006,0.000923423,-0.002928834,0.0211906869796392
"828",199001,11.1427,22.47,0.414971396,0.0764,0.0899,0.0994,0.0865,-0.01389679,0.0057,0.010309278,-0.0343,-0.0191,0.002892048,-0.002860195,-0.0712996775848662
"829",199002,11.2303,22.07,0.40917309,0.0774,0.0922,0.1014,0.0876,-0.011729203,0.0057,0.004709576,-0.0025,-0.0012,0.001008578,-0.002673868,0.00850270641419915
"830",199003,11.318,21.67,0.471333956,0.079,0.0937,0.1021,0.0889,-0.01029144,0.0064,0.00546875,-0.0044,-0.0011,0.001032245,-0.002364162,0.0239655427342766
"831",199004,11.433,21.5333,0.480284256,0.0777,0.0946,0.103,0.0924,-0.01014928,0.0069,0.001554002,-0.0202,-0.0191,0.000966777,-0.002323711,-0.0272551682996696
"832",199005,11.548,21.3967,0.443569974,0.0774,0.0947,0.1041,0.0883,-0.002261811,0.0068,0.002327386,0.0415,0.0385,0.001361447,-0.002431405,0.0880009114227009
"833",199006,11.663,21.26,0.442949432,0.0773,0.0926,0.1022,0.0864,-0.000507275,0.0063,0.005417957,0.023,0.0216,0.001350826,-0.002534271,-0.00892602381019181
"834",199007,11.72,21.42,0.439212447,0.0762,0.0924,0.102,0.086,0.004885058,0.0068,0.003849115,0.0107,0.0102,0.001298437,-0.003474016,-0.005236860337682
"835",199008,11.777,21.58,0.488073563,0.0745,0.0941,0.1041,0.092,0.00143921,0.0066,0.009202454,-0.0419,-0.0292,0.005827789,-0.003883251,-0.0990628249814138
"836",199009,11.834,21.74,0.520289666,0.0736,0.0956,0.1064,0.0914,0.001372877,0.006,0.008358663,0.0117,0.0091,0.001984792,-0.003259189,-0.0525406781458706
"837",199010,11.918,21.6067,0.522451921,0.0717,0.0953,0.1074,0.0898,-0.000470684,0.0068,0.006028636,0.0215,0.0132,0.004492764,-0.002621133,-0.0067207858908569
"838",199011,12.002,21.4733,0.498505655,0.0706,0.093,0.1062,0.0858,0.000909887,0.0057,0.002247191,0.0402,0.0285,0.002439892,-0.002632085,0.0582068406566192
"839",199012,12.086,21.34,0.48449686,0.0674,0.0905,0.1043,0.0844,-0.001845908,0.006,0,0.0187,0.0167,0.000794596,-0.002338233,0.0245245569408459
"840",199101,12.094,21.2067,0.4663078,0.0622,0.0904,0.1045,0.0837,0.00072156,0.0052,0.005979073,0.013,0.015,0.003193549,-0.002249987,0.0406790492910503
"841",199102,12.102,21.0733,0.442720441,0.0594,0.0883,0.1007,0.0841,0.001246896,0.0048,0.001485884,0.003,0.0121,0.002431347,-0.002246686,0.0651144172669156
"842",199103,12.11,20.94,0.4571256,0.0591,0.0893,0.1009,0.0844,0.003251396,0.0044,0.00148368,0.0038,0.0108,0.001375056,-0.002470106,0.0219599550538119
"843",199104,12.1223,20.43,0.461239599,0.0565,0.0886,0.0994,0.0837,0.005730157,0.0053,0.001481482,0.014,0.0138,0.002072775,-0.00232518,0.000346403403546525
"844",199105,12.1347,19.92,0.439966969,0.0546,0.0886,0.0986,0.0845,0.006982105,0.0047,0.00295858,0,0.0039,0.001585169,-0.002647003,0.0378518226378795
"845",199106,12.147,19.41,0.458243743,0.0557,0.0901,0.0996,0.086,0.014247489,0.0042,0.002949853,-0.0063,-0.0018,0.00117989,-0.002382857,-0.0490775101719123
"846",199107,12.1897,18.88,0.440356782,0.0558,0.09,0.0989,0.085,0.014835553,0.0049,0.001470588,0.0157,0.0167,0.00110533,-0.00216219,0.0438822924789877
"847",199108,12.2323,18.35,0.437639637,0.0533,0.0875,0.0965,0.0818,0.017331298,0.0046,0.002936858,0.034,0.0275,0.002037637,-0.002069453,0.0194582514285182
"848",199109,12.275,17.82,0.441531837,0.0522,0.0861,0.0951,0.079,0.023289044,0.0046,0.004392387,0.0303,0.0271,0.000474697,-0.001770907,-0.0193293306243891
"849",199110,12.251,17.2033,0.434003454,0.0499,0.0855,0.0949,0.0791,0.025508896,0.0042,0.001457726,0.0054,0.0043,0.001125662,-0.002187142,0.0117901714330815
"850",199111,12.227,16.5867,0.46015449,0.0456,0.0848,0.0945,0.0789,0.030689947,0.0039,0.002911208,0.0082,0.0106,0.00204902,-0.001427475,-0.0449221005857119
"851",199112,12.203,15.97,0.420344417,0.0407,0.0831,0.0926,0.073,0.031812384,0.0038,0.000725689,0.0581,0.0436,0.00204955,-0.001253216,0.105789505234097
"852",199201,12.2433,16.0433,0.413229679,0.038,0.082,0.0913,0.0776,0.031941467,0.0034,0.001450326,-0.0324,-0.0173,0.000872443,-0.001272377,-0.020100449098793
"853",199202,12.2837,16.1167,0.407630525,0.0384,0.0829,0.0923,0.0777,0.033556021,0.0028,0.003620565,0.0051,0.0096,0.000913228,-0.001330752,0.00951936000776765
"854",199203,12.324,16.19,0.402106034,0.0404,0.0835,0.0925,0.0797,0.041900538,0.0034,0.005050505,-0.0094,-0.0073,0.000469757,-0.001250872,-0.0220736800759012
"855",199204,12.3227,16.4767,0.387303472,0.0375,0.0833,0.0921,0.0803,0.03866181,0.0032,0.00143575,0.0016,0.0016,0.001661044,-0.001503195,0.0275107743618221
"856",199205,12.3213,16.7633,0.382998516,0.0363,0.0828,0.0913,0.0781,0.037175489,0.0028,0.001433692,0.0243,0.0254,0.000690029,-0.001587793,0.000963507240623329
"857",199206,12.32,17.05,0.392042354,0.0366,0.0822,0.0905,0.0765,0.04307656,0.0032,0.003579098,0.02,0.0156,0.000752919,-0.001273507,-0.017511285484141
"858",199207,12.345,17.38,0.3833487,0.0321,0.0807,0.0884,0.0726,0.041494792,0.0031,0.0021398,0.0398,0.0308,0.000897463,-0.001363662,0.0386183628377355
"859",199208,12.37,17.71,0.399405037,0.0313,0.0795,0.0865,0.0725,0.043049956,0.0026,0.002846975,0.0067,0.009,0.000369547,-0.001431469,-0.0242901806706168
"860",199209,12.395,18.04,0.397656972,0.0291,0.0792,0.0862,0.071,0.041137782,0.0026,0.002838893,0.0185,0.0099,0.000872241,-0.001076155,0.00906441415440717
"861",199210,12.3917,18.39,0.403251178,0.0286,0.0799,0.0884,0.0741,0.041096099,0.0023,0.00353857,-0.0198,-0.0156,0.000944145,-0.000902112,0.00210405586421825
"862",199211,12.3883,18.74,0.393626459,0.0313,0.081,0.0896,0.0748,0.037986652,0.0023,0.001410437,0.001,0.0069,0.000508095,-0.000836058,0.0298129205359041
"863",199212,12.385,19.09,0.394109614,0.0322,0.0798,0.0881,0.0726,0.038828688,0.0028,-0.000704225,0.0246,0.0228,0.000471552,-0.001111524,0.0100570589096085
"864",199301,12.4163,19.34,0.393048105,0.03,0.0791,0.0867,0.0725,0.041753842,0.0023,0.004933051,0.028,0.025,0.000348851,-0.001552239,0.00702126407871884
"865",199302,12.4477,19.59,0.385960197,0.0293,0.0771,0.0839,0.0698,0.04072817,0.0022,0.003506311,0.0354,0.0256,0.001146897,-0.001479341,0.0104290416548922
"866",199303,12.479,19.84,0.333613526,0.0295,0.0758,0.0815,0.0702,0.037106415,0.0025,0.00349406,0.0021,0.0025,0.001004725,-0.001669026,0.0185246345264529
"867",199304,12.4937,19.67,0.334349806,0.0287,0.0746,0.0814,0.0701,0.039812686,0.0024,0.002785515,0.0072,0.0052,0.001004785,-0.001446284,-0.0257453728047752
"868",199305,12.5083,19.5,0.324882422,0.0296,0.0743,0.0821,0.0701,0.040254629,0.0022,0.001388889,0.0047,0.002,0.000817308,-0.001650007,0.0224632639883824
"869",199306,12.523,19.33,0.325931248,0.0307,0.0733,0.0807,0.0668,0.041154021,0.0025,0.001386963,0.0449,0.0293,0.000573851,-0.00174797,0.000754951630137057
"870",199307,12.5217,19.69,0.323777031,0.0304,0.0717,0.0793,0.0656,0.041007787,0.0024,0,0.0191,0.01,0.000608963,-0.001390471,-0.00534129861324928
"871",199308,12.5203,20.05,0.313864983,0.0302,0.0685,0.076,0.0623,0.040192937,0.0025,0.002770083,0.0434,0.0287,0.000281569,-0.001252164,0.0338524575734356
"872",199309,12.519,20.41,0.322351822,0.0295,0.0666,0.0734,0.0627,0.041840711,0.0026,0.002071823,0.0005,0.0043,0.000470675,-0.001153731,-0.0100381334824062
"873",199310,12.5383,20.9033,0.311362833,0.0302,0.0667,0.0731,0.0623,0.040367136,0.0022,0.004135079,0.0096,0.0051,0.000314227,-0.00105483,0.0192072890801285
"874",199311,12.5577,21.3967,0.311079411,0.031,0.0693,0.0766,0.0651,0.04383756,0.0025,0.000686342,-0.0259,-0.0188,0.000576352,-0.001051695,-0.0129947397738199
"875",199312,12.577,21.89,0.305267223,0.0306,0.0693,0.0769,0.0654,0.04572687,0.0023,0,0.002,0.0067,0.000269682,-0.001012497,0.0100405911168773
"876",199401,12.6203,22.1633,0.288058567,0.0298,0.0692,0.0765,0.0637,0.043671135,0.0025,0.002743484,0.0257,0.0202,0.000423488,-0.000976077,0.0319838244916708
"877",199402,12.6637,22.4367,0.299058821,0.0325,0.0708,0.0776,0.0682,0.045041132,0.0021,0.003419973,-0.045,-0.0286,0.001026077,-0.001135504,-0.03050565928931
"878",199403,12.707,22.71,0.307483805,0.035,0.0748,0.0813,0.0725,0.041905088,0.0027,0.003408316,-0.0395,-0.0383,0.000892103,-0.001099839,-0.0468258746729653
"879",199404,12.7497,23.54,0.303664786,0.0368,0.0788,0.0852,0.0745,0.039845659,0.0027,0.001358696,-0.015,-0.0097,0.001373668,-0.000951628,0.011464639111237
"880",199405,12.7923,24.37,0.297469476,0.0414,0.0799,0.0862,0.0759,0.039641067,0.0031,0.000678426,-0.0082,-0.0062,0.000750503,-0.00100851,0.0123428425525303
"881",199406,12.835,25.2,0.308417077,0.0414,0.0797,0.0865,0.0774,0.033995564,0.0031,0.003389831,-0.01,-0.0081,0.000797133,-0.000965722,-0.0271781198826115
"882",199407,12.8643,25.91,0.296985381,0.0433,0.0811,0.088,0.0746,0.031211217,0.0028,0.002702703,0.0363,0.0309,0.000327283,-0.000643094,0.0309824010022934
"883",199408,12.8937,26.62,0.285683819,0.0448,0.0807,0.0874,0.0761,0.028706518,0.0037,0.004043127,-0.0086,-0.0031,0.000560388,-0.000974958,0.0369519952656301
"884",199409,12.923,27.33,0.290904659,0.0462,0.0834,0.0898,0.08,0.029003295,0.0037,0.002684564,-0.0331,-0.0265,0.000801893,-0.000839298,-0.0272663740302601
"885",199410,13.0053,28.42,0.286071274,0.0495,0.0857,0.092,0.0809,0.026000495,0.0038,0.000669344,-0.0025,-0.005,0.001158428,-0.000771729,0.0206197282599589
"886",199411,13.0877,29.51,0.298992614,0.0529,0.0868,0.0932,0.0808,0.022917147,0.0037,0.001337793,0.0066,0.0018,0.000836399,-0.000558816,-0.0403060907843846
"887",199412,13.17,30.6,0.2915683,0.056,0.0846,0.091,0.0799,0.016594293,0.0044,0,0.0161,0.0157,0.000704923,-0.000576007,0.0122241269813399
"888",199501,13.17,31.25,0.290853734,0.0571,0.0846,0.0908,0.078,0.01509337,0.0042,0.004008016,0.0273,0.0256,0.000289377,-0.000779787,0.0239876402752985
"889",199502,13.17,31.9,0.278730036,0.0577,0.0826,0.0885,0.0758,0.014532095,0.004,0.003992016,0.0287,0.0289,0.000472414,-0.000715516,0.0354387112640966
"890",199503,13.17,32.55,0.313876542,0.0573,0.0812,0.087,0.0755,0.014388598,0.0046,0.003313453,0.0091,0.0095,0.000484306,-0.000566771,0.026962467224112
"891",199504,13.2337,33.1767,0.301994701,0.0565,0.0803,0.086,0.0745,0.013012407,0.0044,0.00330251,0.0169,0.0175,0.00025692,-0.000626882,0.0275765440878377
"892",199505,13.2973,33.8033,0.292264254,0.0567,0.0765,0.082,0.0677,0.010743778,0.0054,0.001974984,0.079,0.0631,0.001011442,-0.000397684,0.0356679764844703
"893",199506,13.361,34.43,0.286429618,0.0547,0.073,0.079,0.067,0.008274919,0.0047,0.001971091,0.0139,0.0079,0.000696764,-0.000267726,0.0210553620768152
"894",199507,13.4323,34.68,0.277160367,0.0542,0.0741,0.0804,0.0691,0.00706112,0.0045,0,-0.0168,-0.0101,0.000773228,-0.000291092,0.0312816319361877
"895",199508,13.5037,34.93,0.283046135,0.054,0.0757,0.0819,0.0674,0.009121468,0.0047,0.002622951,0.0236,0.0214,0.00020673,-0.000137973,-0.000320301798208078
"896",199509,13.575,35.18,0.272494998,0.0528,0.0732,0.0793,0.0663,0.006379353,0.0043,0.001962067,0.0175,0.0153,0.000381454,-0.000140216,0.0393144873348534
"897",199510,13.646,34.7733,0.274420245,0.0528,0.0712,0.0775,0.0641,0.012221252,0.0047,0.003263708,0.0294,0.0185,0.000487817,0.0000208,-0.00499181933884341
"898",199511,13.717,34.3667,0.257168852,0.0536,0.0702,0.0768,0.0623,0.016870954,0.0042,-0.000650618,0.0249,0.0242,0.000546163,-0.000078,0.0402288693871835
"899",199512,13.788,33.96,0.255026383,0.0514,0.0682,0.0749,0.0603,0.015526517,0.0049,-0.000651042,0.0272,0.0228,0.000820537,-0.000146604,0.01729347936688
"900",199601,13.8933,33.9867,0.241877172,0.05,0.0681,0.0747,0.0609,0.016127863,0.0043,0.005863192,-0.0011,0.0014,0.001383955,-0.0000531,0.0320966886737883
"901",199602,13.9987,34.0133,0.237894737,0.0483,0.0699,0.0763,0.0659,0.016801369,0.0039,0.003238342,-0.0483,-0.0373,0.001267631,-0.000227855,0.00690981636018595
"902",199603,14.104,34.04,0.239299615,0.0496,0.0735,0.0803,0.0684,0.016891913,0.0039,0.005164622,-0.021,-0.013,0.001741716,0.0000306,0.00788538453994025
"903",199604,14.1603,34.33,0.240075806,0.0495,0.075,0.0819,0.0706,0.021121954,0.0046,0.003853565,-0.0165,-0.016,0.000981838,0.0000682,0.0133420462301759
"904",199605,14.2167,34.62,0.236923516,0.0502,0.0762,0.083,0.0717,0.026419155,0.0042,0.001919386,-0.0054,0.0005,0.001125291,-0.000254521,0.0225961597233955
"905",199606,14.273,34.91,0.236443725,0.0509,0.0771,0.084,0.0703,0.027216174,0.004,0.00063857,0.0203,0.0172,0.000394804,-0.00084789,0.00225415284849451
"906",199607,14.4033,35.2733,0.241819894,0.0515,0.0765,0.0835,0.0707,0.031136864,0.0045,0.001914486,0.0018,0.001,0.002355148,-0.000470475,-0.0468275207869624
"907",199608,14.5337,35.6367,0.238061118,0.0505,0.0746,0.0818,0.0726,0.030886106,0.0041,0.001910828,-0.0139,-0.007,0.001121521,-0.000352236,0.0186391760839202
"908",199609,14.664,36,0.227297318,0.0509,0.0766,0.0835,0.0704,0.029580737,0.0044,0.00317864,0.029,0.0259,0.000686243,-0.000538694,0.0527562033231748
"909",199610,14.7423,36.91,0.221747656,0.0499,0.0739,0.0807,0.0671,0.025655809,0.0042,0.003168568,0.0404,0.0361,0.000606645,-0.00053145,0.0257952805091453
"910",199611,14.8207,37.82,0.205007919,0.0503,0.071,0.0779,0.0643,0.022067341,0.0041,0.001895136,0.0351,0.0263,0.000703735,-0.000613925,0.0708089649496637
"911",199612,14.899,38.73,0.20734273,0.0491,0.072,0.0789,0.0673,0.024125687,0.0046,0,-0.0256,-0.0186,0.001709085,-0.000396755,-0.0217399866364056
"912",199701,14.9523,39.2333,0.196240103,0.0503,0.0742,0.0809,0.0689,0.024406933,0.0045,0.003152585,-0.0079,-0.0028,0.001360082,-0.000794129,0.0595106475228722
"913",199702,15.0057,39.7367,0.194395411,0.0501,0.0731,0.0794,0.0694,0.022910927,0.0039,0.003142678,0.0005,0.0028,0.001474791,-0.001302906,0.00591004776719739
"914",199703,15.059,40.24,0.214780202,0.0514,0.0755,0.0818,0.0723,0.021148543,0.0043,0.002506266,-0.0252,-0.0221,0.002001462,-0.001308306,-0.0435486204714008
"915",199704,15.093,40.3433,0.201741048,0.0516,0.0773,0.0834,0.0705,0.01694529,0.0043,0.00125,0.0255,0.0184,0.003005081,-0.000871922,0.0567635650699687
"916",199705,15.127,40.4467,0.192878588,0.0505,0.0758,0.082,0.0701,0.01326445,0.0049,-0.00062422,0.0097,0.0128,0.002007456,-0.000878407,0.0569254435509263
"917",199706,15.161,40.55,0.184287615,0.0493,0.0741,0.0802,0.0688,0.010846707,0.0037,0.001249219,0.0195,0.0187,0.001974463,-0.000662098,0.0425350546164127
"918",199707,15.2183,40.58,0.171964943,0.0505,0.0714,0.0775,0.0637,0.011592659,0.0043,0.001247661,0.0626,0.0528,0.002010215,-0.000627257,0.0752217838959819
"919",199708,15.2757,40.61,0.185505404,0.0514,0.0722,0.0782,0.0672,0.012877263,0.0041,0.001869159,-0.0317,-0.024,0.002464722,-0.000430921,-0.059161907511001
"920",199709,15.333,40.64,0.177967857,0.0495,0.0715,0.077,0.0649,0.014634266,0.0044,0.002487562,0.0316,0.0226,0.002626494,-0.00074286,0.0517890190504451
"921",199710,15.3877,40.3333,0.190000677,0.0497,0.07,0.0757,0.0623,0.016262826,0.0042,0.00248139,0.0341,0.0191,0.009363821,-0.000599239,-0.0350860415547833
"922",199711,15.4423,40.0267,0.180746299,0.0514,0.0687,0.0742,0.0614,0.015667208,0.0039,-0.000618812,0.0148,0.0101,0.00266211,-0.000791843,0.0436214224879432
"923",199712,15.497,39.72,0.178800884,0.0516,0.0676,0.0732,0.0602,0.015559471,0.0048,-0.00123839,0.0184,0.0163,0.002249374,-0.000888779,0.01560917128268
"924",199801,15.545,39.66,0.178840273,0.0504,0.0661,0.0719,0.0589,0.013739636,0.0043,0.001859888,0.02,0.0137,0.002468843,-0.000700455,0.0100989729032372
"925",199802,15.593,39.6,0.165463097,0.0509,0.0667,0.0725,0.0599,0.012056377,0.0039,0.001856436,-0.0072,-0.0007,0.001053348,-0.000804846,0.0680784289473761
"926",199803,15.641,39.54,0.181140396,0.0503,0.0672,0.0732,0.0602,0.016488861,0.0039,0.001852996,0.0025,0.0038,0.001136786,-0.00073979,0.0487384296329418
"927",199804,15.744,39.35,0.175872922,0.0495,0.0669,0.0733,0.0604,0.016405366,0.0043,0.001849568,0.0026,0.0053,0.001614764,-0.000955964,0.00903552566870935
"928",199805,15.847,39.16,0.179102206,0.05,0.0669,0.073,0.0592,0.019075206,0.004,0.001846154,0.0182,0.0167,0.000958823,-0.00089152,-0.0190056434206092
"929",199806,15.95,38.97,0.178060606,0.0498,0.0653,0.0713,0.0576,0.024010577,0.0041,0.001228501,0.0228,0.0115,0.002097344,-0.001168848,0.0386803948884538
"930",199807,16.0143,38.6767,0.179438109,0.0496,0.0655,0.0715,0.0584,0.025353565,0.004,0.001226994,-0.004,-0.0056,0.002228176,-0.002304525,-0.0116833811426345
"931",199808,16.0787,38.3833,0.211432092,0.049,0.0652,0.0714,0.0547,0.028519029,0.0043,0.00122549,0.0465,0.0089,0.009333917,-0.001856856,-0.157586070074294
"932",199809,16.143,38.09,0.203248404,0.0461,0.064,0.0709,0.0517,0.024082909,0.0046,0.00122399,0.0395,0.0413,0.009971017,-0.001633908,0.0605262992001876
"933",199810,16.1603,37.9633,0.185519077,0.0396,0.0637,0.0718,0.054,0.020740089,0.0032,0.002444988,-0.0218,-0.019,0.005171528,-0.001374851,0.0772334074953234
"934",199811,16.1777,37.8367,0.174846845,0.0441,0.0641,0.0734,0.0535,0.022003577,0.0031,0,0.0097,0.027,0.001936679,-0.00121526,0.0574440720071516
"935",199812,16.195,37.71,0.173611315,0.0439,0.0622,0.0723,0.0542,0.020057029,0.0038,-0.000609756,-0.0032,0.001,0.003286897,-0.001033873,0.0548435277319212
"936",199901,16.2797,37.9333,0.170320619,0.0434,0.0624,0.0729,0.0536,0.015587699,0.0035,0.002440513,0.0121,0.0123,0.003335614,-0.001295993,0.0401908312791592
"937",199902,16.3643,38.1567,0.17127681,0.0444,0.064,0.0739,0.0587,0.018446668,0.0035,0.001217286,-0.052,-0.0401,0.00348215,-0.001172852,-0.0328150906653786
"938",199903,16.449,38.38,0.172897171,0.0444,0.0662,0.0753,0.0592,0.020668122,0.0043,0.003039514,-0.0008,0.0002,0.003213587,-0.001075351,0.0380606005671567
"939",199904,16.4487,39.26,0.156825876,0.0429,0.0664,0.0748,0.0594,0.025181266,0.0037,0.007272727,0.0021,-0.0024,0.002726626,-0.001258082,0.0372418159488372
"940",199905,16.4483,40.14,0.160231135,0.045,0.0693,0.0772,0.0615,0.025897435,0.0034,0,-0.0185,-0.0176,0.003085649,-0.00115228,-0.0252874658537214
"941",199906,16.448,41.02,0.154227447,0.0457,0.0723,0.0802,0.0627,0.018868581,0.004,0,-0.0078,-0.016,0.002409247,-0.001144629,0.0530082397916658
"942",199907,16.5123,42,0.158796473,0.0455,0.0719,0.0795,0.0639,0.019370442,0.0038,0.003008424,-0.0077,-0.0113,0.001611178,-0.001169595,-0.0325708153532807
"943",199908,16.5767,42.98,0.156243027,0.0472,0.074,0.0815,0.0649,0.018880738,0.0039,0.00239952,-0.0053,-0.0026,0.002729849,-0.001055846,-0.00627377837779708
"944",199909,16.641,43.96,0.163684498,0.0468,0.0739,0.082,0.0646,0.020379679,0.0039,0.004787552,0.0084,0.0093,0.002704943,-0.000985703,-0.0289672670823347
"945",199910,16.658,45.3633,0.157690661,0.0486,0.0755,0.0838,0.0651,0.020445237,0.0039,0.001786778,-0.0012,0.0047,0.004875975,-0.00051504,0.0606617667470157
"946",199911,16.675,46.7667,0.155545967,0.0507,0.0736,0.0815,0.0662,0.018280454,0.0036,0.00059453,-0.0061,-0.0024,0.001354267,0.000110711,0.0188824727610264
"947",199912,16.692,48.17,0.147167259,0.052,0.0755,0.0819,0.0682,0.017888757,0.0044,0,-0.0155,-0.0102,0.001148775,0.000064278,0.0562327996541061
"948",200001,16.7153,49.0967,0.15465416,0.0532,0.0778,0.0833,0.0666,0.025358781,0.0041,0.002970885,0.0228,-0.0021,0.0052063,0.000622372,-0.0522448229527841
"949",200002,16.7387,50.0233,0.167056433,0.0555,0.0768,0.0829,0.0646,0.027418814,0.0043,0.005924171,0.0264,0.0092,0.003000466,0.000404691,-0.0203130626104491
"950",200003,16.762,50.95,0.149973562,0.0569,0.0768,0.0837,0.0618,0.01829139,0.0047,0.008244994,0.0367,0.0169,0.006678316,0.000184884,0.0923238121222241
"951",200004,16.7427,51.2733,0.152600418,0.0566,0.0764,0.084,0.063,0.011944946,0.0046,0.000584112,-0.0076,-0.0115,0.007941747,-0.000386942,-0.0312799772580776
"952",200005,16.7233,51.5967,0.155668731,0.0579,0.0799,0.089,0.064,0.009178528,0.005,0.001167542,-0.0054,-0.0161,0.005185423,0.000008913,-0.0221586982299637
